ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"195.201.147.185","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner Online GmbH","1080","socks4","5101","2","2024-01-07T11:24:46.206Z","100","5513","5532"
"43.157.47.7","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","80","Tencent Cloud Computing","443","socks5","1788","1","2024-01-07T11:24:46.317Z","48","2682","5576"
"110.78.149.65","elite","AS131090","TH","CAT-BB","205","N/A","4145","socks4","3403","1","2024-01-07T11:24:46.207Z","79","4351","5526"
"36.89.17.211","elite","AS7713","ID","PT. Telekomunikasi Indonesia","281","Telekomunikasi Indonesia","5678","socks4","4407","1","2024-01-07T11:24:46.213Z","98","5342","5437"
"192.169.249.16","elite","AS26496","US","GoDaddy.com, LLC","192","GoDaddy.com, LLC","8362","socks4","3410","1","2024-01-07T11:24:43.718Z","99","5479","5535"
"177.184.67.73","elite","AS52898","BR","Multipla Serviços Inteligentes","219","Multipla Serviços Inteligentes","4145","socks4","2795","1","2024-01-07T11:24:43.617Z","68","3740","5501"
"103.106.216.161","elite","AS137329","ID","PT. ARTHA LINTAS DATA MANDIRI","194","N/A","8080","socks4","5496","1","2024-01-07T11:24:43.614Z","7","396","5553"
"151.84.98.89","elite","AS1267","IT","INFOSTRADA","43","WIND Telecomunicazioni S.p.A","4153","socks4","3288","1","2024-01-07T11:24:43.717Z","99","5506","5534"
"103.35.111.101","elite","AS23991","BD","Ranks ITT","222","Ranks ITT Ltd.","4145","socks4","4608","2","2024-01-07T11:24:39.301Z","100","5489","5513"
"64.227.104.2","elite","AS14061","US","DigitalOcean, LLC","166","DigitalOcean, LLC","13166","socks4","4990","1","2024-01-07T11:24:39.302Z","62","3411","5525"
"177.125.160.69","elite","AS262346","BR","FP Telecomunicacoes Ltda","216","FP Telecomunicacoes Ltda","4145","socks4","4306","1","2024-01-07T11:24:39.303Z","72","3997","5577"
"138.117.179.54","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","192","ITS TELECOMUNICACOES LTDA","5678","socks4","5007","2","2024-01-07T11:24:36.807Z","100","5488","5510"
"54.36.26.122","elite","AS16276","FR","OVH SAS","7","OVH","80","socks5","4403","1","2024-01-07T11:24:36.810Z","100","5472","5472"
"88.135.42.126","elite","AS57391","IR","Laser Company Ltd","80","Laser IDC","4145","socks4","4508","77","2024-01-07T11:24:36.913Z","47","2535","5415"
"50.63.26.13","elite","AS398101","US","GoDaddy.com, LLC","193","GoDaddy.com, LLC","53887","socks4","3898","1","2024-01-07T11:24:36.811Z","100","5550","5552"
"45.8.107.142","elite","AS209242","DE","Cloudflare London, LLC","13","Araxio Development N.V","80","socks4","4893","1","2024-01-07T11:24:36.808Z","100","5551","5551"
"200.81.144.1","elite","AS270934","BR","Silva de Sá Informática LTDA","286","Silva de Sá Informática LTDA","1080","socks4","4300","1","2024-01-07T11:24:34.208Z","100","5552","5575"
"157.185.165.110","elite","AS54994","CA","Meteverse Limited.","93","Meteverse Limited","26589","socks5","4309","4","2024-01-07T11:24:34.300Z","100","5470","5472"
"103.86.1.34","elite","AS136371","IN","Airwir Technologies Private Limited","202","Airwir Technologies Private Limited","4145","socks4","4708","1","2024-01-07T11:24:34.209Z","100","5496","5508"
"39.108.113.204","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","216","Aliyun Computing Co., LTD","20000","socks5","4891","1","2024-01-07T11:24:34.210Z","86","4785","5584"
"103.81.12.1","elite","AS135792","IN","Syswall Telecom Pvt. Ltd.","151","Syswall Telecom Pvt. Ltd.","44832","socks4","4396","1","2024-01-07T11:24:34.299Z","100","5552","5568"
"185.237.10.250","elite","AS34636","IR","Laser Company Ltd","191","Laser Company Ltd","20213","socks5","4704","1","2024-01-07T11:24:32.005Z","96","5381","5589"
"139.59.128.40","elite","AS14061","DE","DIGITALOCEAN","18","DigitalOcean, LLC","2016","socks5","4996","5","2024-01-07T11:24:31.902Z","100","5592","5595"
"170.244.76.191","elite","AS266505","BR","RJ Tecnologia Provedores do Brasil LTDA - ME","206","RJ Tecnologia Provedores do Brasil LTDA - ME","5566","socks4","5001","1","2024-01-07T11:24:31.901Z","12","685","5484"
"117.83.173.216","elite","AS140292","CN","China Telecom","229","Chinanet JS","23456","socks5","4089","1","2024-01-07T11:24:31.902Z","48","2699","5579"
"103.229.85.22","elite","AS133443","BD","Ashfakur Rahman Chowdhury t/a Comilla Online","188","N/A","4145","socks4","5485","2","2024-01-07T11:24:31.903Z","98","5541","5628"
"185.162.229.127","elite","AS209242","GB","Cloudflare London, LLC","15","Softconstruct Limited","80","socks5","4199","1","2024-01-07T11:24:29.100Z","100","5486","5486"
"61.4.234.239","elite","AS18313","KR","LG HelloVision Corp.","291","HVBuk-incheon","8080","socks5","4499","1","2024-01-07T11:24:29.100Z","92","5191","5636"
"195.210.172.43","elite","AS8359","RU","MTS PJSC","81","InterneyshenelHouse","58350","socks4","4498","3","2024-01-07T11:24:29.201Z","98","5395","5506"
"104.17.132.79","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5109","1","2024-01-07T11:24:26.007Z","100","5434","5434"
"81.201.63.13","elite","AS8251","CZ","FreeTel, s.r.o.","36","Obcanske sdruzeni SPKFree.Net","36643","socks5","4200","1","2024-01-07T11:24:26.112Z","98","5378","5481"
"185.110.124.121","elite","AS204218","DE","Friedrich Kecht & Gerhard Guggenbichler Gbr","29","DHCP CUST Unternberg","1080","socks4","4200","1","2024-01-07T11:24:26.113Z","74","4113","5579"
"138.97.0.66","elite","AS262346","BR","FP Telecomunicacoes Ltda","298","FP Telecomunicacoes Ltda","4145","socks4","919","1","2024-01-07T11:24:26.002Z","79","4338","5490"
"51.77.65.164","elite","AS16276","DE","OVH SAS","11","OVH GmbH","31979","socks4","5288","1","2024-01-07T11:24:23.311Z","100","5537","5541"
"178.128.49.205","elite","AS14061","SG","DigitalOcean, LLC","195","Digitalocean","80","socks4","5013","1","2024-01-07T11:24:23.209Z","100","5524","5528"
"41.65.236.52","elite","AS36992","EG","Etisalat Misr","182","Nile Online","1976","socks5","3686","1","2024-01-07T11:24:23.312Z","96","5374","5571"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","186","DigitalOcean, LLC","7497","socks5","4214","1","2024-01-07T11:24:23.206Z","87","4842","5568"
"154.66.108.19","elite","AS37642","LS","Comnet Pty Ltd","194","ISPClients","10081","socks4","4098","1","2024-01-07T11:24:23.312Z","98","5510","5612"
"158.174.126.133","elite","AS8473","SE","Bahnhof AB","38","General Private","50152","socks4","4496","1","2024-01-07T11:24:23.207Z","100","5524","5528"
"134.122.26.44","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","46116","socks4","3699","1","2024-01-07T11:24:23.211Z","100","5558","5572"
"165.227.66.216","elite","AS14061","US","DigitalOcean, LLC","87","DigitalOcean, LLC","33636","socks4","4100","1","2024-01-07T11:24:23.209Z","100","5508","5525"
"183.89.9.20","elite","AS45629","TH","Triple T Broadband Public Company Limited","186","Triple T Broadband Public Company Limited","4153","socks4","4894","1","2024-01-07T11:24:20.615Z","98","5422","5539"
"110.78.152.199","elite","AS131090","TH","CAT-BB","295","N/A","5678","socks4","3405","1","2024-01-07T11:24:20.612Z","75","4122","5480"
"8.39.228.129","elite","AS3356","US","Level 3 Communications, Inc.","126","Level 3, LLC","39593","socks4","4692","1","2024-01-07T11:24:20.614Z","99","5552","5581"
"5.39.19.154","elite","AS16276","FR","OVH ISP","5","Caunes Sebastien","33427","socks4","4596","1","2024-01-07T11:24:20.712Z","100","5542","5543"
"23.231.34.48","elite","AS62904","US","Eonix Corporation","189","Eonix Corporation","80","socks4","5097","1","2024-01-07T11:24:20.615Z","99","5518","5565"
"103.70.159.142","elite","AS133720","IN","speednet","114","N/A","5678","socks4","4497","2","2024-01-07T11:24:20.613Z","99","5579","5633"
"118.71.99.233","elite","AS18403","VN","FPT Telecom Company","201","Vietnam Internet Network Information Center","5678","socks4","4898","1","2024-01-07T11:24:18.100Z","100","5537","5560"
"47.254.253.54","elite","AS45102","MY","Alibaba (US) Technology Co., Ltd.","151","Alibaba.com LLC","42670","socks4","4612","2","2024-01-07T11:24:18.016Z","38","2084","5537"
"117.241.128.44","elite","AS9829","IN","BSNL Internet","191","N/A","5678","socks5","4213","1","2024-01-07T11:24:18.201Z","34","1902","5601"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","276","China Mobile Communications Corporation","8123","socks5","4797","1","2024-01-07T11:24:18.098Z","88","4943","5591"
"103.47.93.236","elite","AS134058","IN","Broban Internet Services Pvt.ltd","295","Broban  PVT Ltd.","1080","socks4","4998","1","2024-01-07T11:24:18.015Z","99","5408","5457"
"186.251.255.93","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","204","Seanet Telecom Carazinho Eireli","31337","socks4","4307","1","2024-01-07T11:24:18.099Z","99","5505","5533"
"95.179.155.218","elite","AS20473","NL","The Constant Company, LLC","11","Vultr Holdings LLC Amsterdam","8080","socks4","240","1","2024-01-07T11:24:18.102Z","100","5445","5447"
"202.191.15.253","elite","AS9224","AU","Swoop Telecommunications Pty Ltd","294","Swoop Telecommunications Pty Ltd","4145","socks4","4986","1","2024-01-07T11:24:15.400Z","100","5420","5433"
"192.12.113.249","elite","AS61942","BR","Turbonet Telecom Ltda","215","Turbonet Telecom Ltda","4145","socks4","3907","1","2024-01-07T11:24:15.399Z","79","4449","5641"
"176.9.32.90","elite","AS24940","DE","Hetzner Online GmbH","26","Hetzner","39433","socks5","4502","1","2024-01-07T11:24:15.503Z","100","5501","5504"
"91.148.233.54","elite","AS50525","DE","Privado Networks AG","90","Privado Networks Frankfurt","8081","socks4","331","1","2024-01-07T11:24:15.398Z","100","5537","5542"
"20.205.109.189","elite","AS8075","HK","Microsoft Corporation","183","Microsoft Azure Cloud (eastasia)","3128","socks4","4895","1","2024-01-07T11:24:15.400Z","100","5477","5478"
"121.129.47.25","elite","AS4766","KR","Korea Telecom","263","N/A","1080","socks5","5097","81","2024-01-07T11:24:15.317Z","79","4394","5542"
"202.124.43.252","elite","AS9902","KH","NeocomISP Limited","201","NeocomISP Limited","4145","socks4","4614","1","2024-01-07T11:24:12.501Z","99","5483","5557"
"185.139.155.155","elite","AS203300","SG","Internet Vikings International AB","88","Speed Web Hosting Services Ltd","1976","socks5","3596","1","2024-01-07T11:24:12.706Z","100","5566","5568"
"103.47.93.238","elite","AS134058","IN","Broban Internet Services Pvt.ltd","280","Broban  PVT Ltd.","1080","socks4","4609","1","2024-01-07T11:24:12.498Z","99","5541","5585"
"45.132.103.14","elite","AS42864","HU","Giganet Internet Szolgaltato Kft","48","KWN Kft","4153","socks4","4801","1","2024-01-07T11:24:12.705Z","99","5547","5584"
"80.240.20.183","elite","AS20473","DE","The Constant Company, LLC","15","Vultr Holdings LLC Frankfurt","30002","socks4","5011","1","2024-01-07T11:24:12.417Z","100","5470","5474"
"191.96.49.100","elite","AS19844","US","SBA Edge, LLC","98","Ipxo","3389","socks4","4705","1","2024-01-07T11:24:12.501Z","90","4957","5506"
"175.201.245.187","elite","AS4766","KR","Korea Telecom","262","Kornet","808","socks4","3812","1","2024-01-07T11:24:10.011Z","100","5494","5500"
"136.143.144.187","elite","AS13370","US","LocalTel Communications","198","LocalTel Communications","5678","socks4","4301","1","2024-01-07T11:24:10.012Z","98","5403","5521"
"185.169.181.24","elite","AS34984","TR","Ates Dc","56","Ibrahim MALA trading as Ates Dc","4145","socks4","3202","1","2024-01-07T11:24:10.215Z","100","5575","5588"
"192.241.249.237","elite","AS14061","US","DigitalOcean, LLC","86","Digital Ocean","41745","socks4","3512","1","2024-01-07T11:24:10.216Z","100","5509","5532"
"187.122.105.181","elite","AS28573","BR","Claro NXT Telecomunicacoes Ltda","280","Claro NXT Telecomunicacoes Ltda","4153","socks4","3406","1","2024-01-07T11:24:10.010Z","97","5470","5635"
"172.64.152.98","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3301","1","2024-01-07T11:24:10.009Z","100","5499","5499"
"104.18.166.99","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","13335","socks5","2804","85","2024-01-07T11:24:07.913Z","100","5469","5470"
"200.81.144.17","elite","AS270934","BR","Silva de Sá Informática LTDA","212","Silva de Sá Informática LTDA","1080","socks4","1318","1","2024-01-07T11:24:07.913Z","100","5625","5643"
"182.253.158.181","elite","AS17451","ID","BIZNET","192","N/A","5678","socks4","3402","1","2024-01-07T11:24:07.912Z","98","5363","5472"
"189.201.191.66","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","142","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","5002","2","2024-01-07T11:24:07.911Z","99","5548","5598"
"103.10.97.154","elite","AS18103","ID","Neuviz","185","N/A","4153","socks4","4104","1","2024-01-07T11:24:05.404Z","97","5274","5451"
"41.223.233.94","elite","AS37008","BF","Alink Telecom Faso v","132","N/A","3629","socks4","3998","1","2024-01-07T11:24:05.400Z","89","4849","5478"
"202.40.188.201","elite","AS23991","BD","Ranks ITT","189","Ranks ITT Ltd.","4145","socks4","4296","1","2024-01-07T11:24:05.402Z","100","5577","5600"
"147.161.166.35","elite","AS62044","GB","Zscaler LON3","9","Zscaler, Inc.","10326","socks4","4711","4","2024-01-07T11:24:05.403Z","97","5322","5503"
"177.131.29.214","elite","AS262378","BR","Compuservice Empreendimentos Ltda","291","Compuservice Empreendimentos Ltda","4153","socks4","4490","1","2024-01-07T11:24:02.706Z","99","5406","5465"
"81.162.199.169","elite","AS34955","CZ","Martin Vicenik","34","VicenikRoute","4153","socks4","4492","1","2024-01-07T11:24:02.707Z","100","5597","5611"
"104.20.123.164","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","3800","1","2024-01-07T11:24:02.706Z","100","5483","5485"
"38.127.172.219","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","55994","socks5","4591","1","2024-01-07T11:24:02.802Z","100","5501","5511"
"178.212.52.92","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","87","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","3905","85","2024-01-07T11:24:02.803Z","99","5516","5580"
"202.146.228.254","elite","AS9326","ID","PT Centrin Utama","165","Centrin","8088","socks4","4801","7","2024-01-07T11:24:02.705Z","99","5536","5591"
"217.150.40.189","elite","AS20485","RU","TRANS-TELECOM","74","N/A","3128","socks4","4993","1","2024-01-07T11:24:00.213Z","99","5460","5506"
"138.197.69.132","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","19260","socks5","4591","1","2024-01-07T11:24:00.213Z","100","5590","5603"
"106.75.174.172","elite","AS58466","CN","UCLOUD","283","Shanghai UCloud Information Technology Company Limited","999","socks5","3798","1","2024-01-07T11:24:00.214Z","85","4646","5481"
"138.201.140.90","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","15976","socks4","4481","1","2024-01-07T11:24:00.110Z","100","5583","5588"
"118.174.219.163","elite","AS23969","TH","TOT Public Company Limited","162","TOT Public Company Limited","4153","socks4","3696","1","2024-01-07T11:24:00.112Z","67","3654","5486"
"172.98.169.213","elite","AS5650","NL","Frontier Communications of America, Inc.","96","BraveWay LLC","45395","socks4","3100","1","2024-01-07T11:24:00.111Z","100","5502","5507"
"103.47.94.97","elite","AS134058","IN","Broban Internet Services Pvt.ltd","294","Broban  PVT Ltd.","1080","socks4","4699","1","2024-01-07T11:23:57.102Z","99","5541","5580"
"36.91.233.114","elite","AS7713","ID","PT Telekomunikasi Indonesia","222","Telekomunikasi Indonesia","5678","socks4","4596","1","2024-01-07T11:23:57.103Z","98","5403","5537"
"173.212.250.16","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","37712","socks4","3712","1","2024-01-07T11:23:58.000Z","100","5409","5411"
"202.159.35.161","elite","AS9340","ID","PT IndoInternet","163","N/A","443","socks4","3982","1","2024-01-07T11:23:57.102Z","99","5537","5573"
"46.4.73.88","elite","AS24940","DE","Hetzner Online GmbH","26","Hetzner","80","socks5","3495","2","2024-01-07T11:23:57.101Z","78","4299","5535"
"103.66.233.153","elite","AS134014","IN","NET 4 U SERVICES","127","N/A","4145","socks4","4611","1","2024-01-07T11:23:57.101Z","99","5476","5505"
"217.115.115.252","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","93","Webworld","56792","socks5","4286","1","2024-01-07T11:23:54.213Z","96","5250","5490"
"165.225.24.50","elite","AS62044","DE","Zscaler Switzerland GmbH","11","Zscaler, Inc.","10007","socks4","5101","1","2024-01-07T11:23:54.214Z","100","5555","5569"
"202.145.11.217","elite","AS55685","ID","PT UniNET Media Sakti","178","N/A","5678","socks4","333","1","2024-01-07T11:23:54.212Z","61","3414","5562"
"64.90.48.27","elite","AS26347","US","New Dream Network, LLC","158","New Dream Network, LLC","24650","socks5","3688","1","2024-01-07T11:23:54.215Z","100","5589","5593"
"67.168.245.6","elite","AS33490","US","Comcast Cable Communications, LLC","190","Comcast Cable Communications, IP Services","48331","socks4","4408","1","2024-01-07T11:23:51.302Z","97","5352","5516"
"46.23.53.164","elite","AS197296","CZ","MAXTEL s.r.o. 1","28","MAXTEL s.r.o.","3629","socks4","4594","1","2024-01-07T11:23:51.300Z","100","5498","5514"
"188.26.5.254","elite","AS8708","RO","RCS & RDS","42","RCS & RDS Business","4145","socks4","4601","1","2024-01-07T11:23:51.302Z","82","4624","5605"
"95.161.151.238","elite","AS8492","RU","\"OBIT\" Ltd.","45","EKS","1080","socks5","4597","1","2024-01-07T11:23:51.301Z","100","5622","5644"
"80.82.147.5","elite","AS39906","CZ","Coprosys NeTron, s.r.o.","30","NETRON","4153","socks4","4802","1","2024-01-07T11:23:51.609Z","15","852","5605"
"213.149.103.132","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","44","T ComServeri","56671","socks5","4400","1","2024-01-07T11:23:49.312Z","100","5582","5602"
"206.189.9.30","elite","AS14061","NL","DigitalOcean, LLC","12","DigitalOcean, LLC","42331","socks5","4406","1","2024-01-07T11:23:49.311Z","100","5484","5486"
"190.145.120.182","elite","AS14080","CO","Telmex Colombia S.A.","156","Telmex Colombia S.A.","5678","socks4","4204","1","2024-01-07T11:23:49.006Z","99","5491","5571"
"103.85.230.241","elite","AS203020","FR","Maxcon Solution Pvt. Ltd","10","Maxcon Solution Pvt. Ltd.","8080","socks4","3796","1","2024-01-07T11:23:49.005Z","67","3682","5506"
"103.47.93.241","elite","AS134058","IN","Broban Internet Services Pvt.ltd","273","Broban  PVT Ltd.","1080","socks4","4104","2","2024-01-07T11:23:46.811Z","99","5576","5615"
"113.53.91.10","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","5678","socks4","3801","81","2024-01-07T11:23:46.810Z","98","5404","5508"
"104.16.195.74","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4212","1","2024-01-07T11:23:46.809Z","100","5465","5465"
"182.253.159.142","elite","AS17451","ID","BIZNET","187","N/A","1080","socks4","4192","1","2024-01-07T11:23:44.410Z","97","5328","5516"
"1.0.0.13","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks4","3904","1","2024-01-07T11:23:44.411Z","100","5385","5385"
"67.73.141.150","elite","AS3549","AR","Level 3 Communications, Inc.","241","N/A","3549","socks4","4599","1","2024-01-07T11:23:44.598Z","97","5314","5487"
"159.89.206.252","elite","AS14061","SG","DigitalOcean, LLC","188","DigitalOcean, LLC","44590","socks4","4915","1","2024-01-07T11:23:44.517Z","100","5465","5481"
"110.78.149.221","elite","AS131090","TH","CAT-BB","195","N/A","4145","socks4","4499","1","2024-01-07T11:23:41.802Z","81","4496","5563"
"106.75.189.147","elite","AS136958","CN","UCLOUD","214","Shanghai UCloud Information Technology Company Limited","999","socks5","2788","2","2024-01-07T11:23:41.801Z","85","4642","5456"
"147.182.203.142","elite","AS14061","US","DigitalOcean, LLC","185","DigitalOcean, LLC","12345","socks5","4895","1","2024-01-07T11:23:41.801Z","92","5090","5532"
"172.67.182.96","elite","AS13335","CA","Cloudflare, Inc.","86","Cloudflare, Inc.","80","socks5","4203","1","2024-01-07T11:23:41.803Z","100","5510","5511"
"202.148.22.106","elite","AS9794","ID","PT. Core Mediatech","192","Dnet","5678","socks4","3213","1","2024-01-07T11:23:41.803Z","99","5479","5549"
"122.248.46.253","elite","AS45325","ID","PT PC24 Cyber Indonesia","196","N/A","4145","socks4","3901","1","2024-01-07T11:23:39.414Z","98","5459","5554"
"185.32.4.65","elite","AS60645","PL","AS Consulting Sp. z o. o.","37","Core Network Fiber","4153","socks4","3902","1","2024-01-07T11:23:39.413Z","99","5501","5531"
"202.6.225.92","elite","AS23756","ID","PT Padi Internet","190","N/A","1080","socks5","3419","1","2024-01-07T11:23:39.413Z","87","4760","5485"
"186.251.255.253","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","281","Seanet Telecom Carazinho Eireli","31337","socks4","3291","1","2024-01-07T11:23:39.414Z","100","5460","5485"
"103.8.40.140","elite","AS45235","IN","Geocity Network Solutions PVT LTD","200","Geocity Network Solutions PVT LTD","1080","socks4","4396","1","2024-01-07T11:23:36.610Z","16","886","5619"
"103.70.206.65","elite","AS135712","IN","Euron Communications Pvt. Ltd","199","Euron Communications Pvt. Ltd.","59311","socks4","4994","1","2024-01-07T11:23:36.611Z","99","5605","5634"
"102.134.154.254","elite","AS328399","ZA","Vaal Networking Consultants (PTY) LTD","185","VNC","5678","socks4","4796","1","2024-01-07T11:23:36.609Z","98","5505","5605"
"172.67.181.197","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5199","1","2024-01-07T11:23:36.609Z","100","5569","5570"
"59.7.165.226","elite","AS4766","KR","Korea Telecom","272","Kornet","4145","socks4","391","1","2024-01-07T11:23:34.398Z","99","5541","5586"
"103.111.160.41","elite","AS59323","PK","Punjab Information Technology Board","130","Pitb Punjab","5678","socks4","4807","1","2024-01-07T11:23:34.400Z","96","5383","5580"
"157.185.161.100","elite","AS54994","CA","Meteverse Limited.","144","Meteverse Limited","26589","socks5","3093","1","2024-01-07T11:23:34.400Z","100","5320","5328"
"202.159.35.201","elite","AS9340","ID","PT IndoInternet","163","N/A","443","socks4","1187","1","2024-01-07T11:23:34.402Z","99","5477","5513"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","292","N/A","1080","socks5","1807","1","2024-01-07T11:23:34.401Z","97","5422","5579"
"217.115.213.187","elite","AS9050","RO","Orange Romania Communication S.A","48","Orange Romania Communications","4145","socks4","4687","81","2024-01-07T11:23:34.498Z","99","5338","5377"
"110.78.146.11","elite","AS131090","TH","CAT-BB","284","N/A","4145","socks4","4809","1","2024-01-07T11:23:31.903Z","87","4833","5586"
"195.138.65.34","elite","AS6876","UA","TENET Scientific Production Enterprise LLC","49","Tenet","5678","socks4","3596","1","2024-01-07T11:23:31.901Z","98","5374","5493"
"116.58.254.201","elite","AS131090","TH","CAT-BB","204","N/A","4145","socks4","5008","1","2024-01-07T11:23:31.905Z","76","4204","5545"
"201.147.86.225","elite","AS8151","MX","UNINET","196","Gestión de direccionamiento UniNet","3128","socks4","4206","1","2024-01-07T11:23:31.901Z","100","5448","5461"
"217.27.149.190","elite","AS28994","UA","Sitel Ltd","98","Uasitel2","4153","socks4","4496","1","2024-01-07T11:23:31.902Z","23","1317","5655"
"193.242.210.140","elite","AS58329","NL","servinga GmbH","15","servinga GmbH","80","socks4","4003","1","2024-01-07T11:23:31.900Z","100","5504","5504"
"154.113.86.193","elite","AS37282","NG","Mainone Cable Company","129","MaiOne SME","5678","socks4","4404","1","2024-01-07T11:23:29.210Z","100","5534","5541"
"185.170.233.103","elite","AS206912","CY","Superdach LTD","63","Infra","47574","socks4","4095","1","2024-01-07T11:23:29.211Z","100","5546","5556"
"177.136.34.26","elite","AS52871","BR","TASCOM TELECOMUNICAÇÕES LTDA","195","Litel De Almeida Hipolito Junior","4153","socks4","4609","1","2024-01-07T11:23:29.209Z","99","5472","5503"
"177.87.230.31","elite","AS262309","BR","BMBB SERVIÇOS DE COMUNICAÇÃO LTDA","294","BMBB SERVIÇOS DE COMUNICAÇÃO LTDA","43573","socks4","4401","1","2024-01-07T11:23:29.210Z","99","5551","5588"
"117.5.253.175","elite","AS7552","VN","Viettel Corporation","342","N/A","4005","socks4","3900","1","2024-01-07T11:23:26.815Z","49","2664","5476"
"185.189.208.65","elite","AS51142","GE","LLC Ekspres Netvork","69","ExpressNet","4153","socks4","4797","1","2024-01-07T11:23:26.816Z","99","5560","5598"
"46.148.163.119","elite","AS197405","PL","Tomkow Sp. z o.o.","44","Tomkow Sp. z o.o","5678","socks4","3288","1","2024-01-07T11:23:24.517Z","99","5435","5515"
"222.129.36.1","elite","AS4808","CN","China Unicom Beijing Province Network","237","N/A","4145","socks4","4992","2","2024-01-07T11:23:24.407Z","80","4436","5512"
"114.5.196.210","elite","AS4761","ID","PT. INDOSAT Tbk","292","PT. INDOSAT Tbk","1081","socks4","566","2","2024-01-07T11:23:24.414Z","71","3923","5509"
"103.124.136.138","elite","AS138089","ID","Global Media Data Prima","191","N/A","3125","socks5","4998","73","2024-01-07T11:23:24.499Z","90","4910","5473"
"88.135.43.58","elite","AS57391","IR","Laser Company Ltd","282","Laser Company Ltd","4145","socks4","4495","1","2024-01-07T11:23:24.500Z","21","1159","5550"
"173.212.206.86","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","55405","socks5","4408","2","2024-01-07T11:23:24.518Z","100","5393","5399"
"185.169.181.23","elite","AS34984","TR","Ates Dc","99","Ibrahim MALA trading as Ates Dc","4145","socks4","4800","1","2024-01-07T11:23:24.516Z","99","5463","5496"
"117.94.181.172","elite","AS4134","CN","Chinanet","294","Chinanet JS","8888","socks4","4796","4","2024-01-07T11:23:24.409Z","71","3881","5475"
"103.19.10.245","elite","AS55561","NZ","2talk Limited","297","2talk Limited","4153","socks4","4300","1","2024-01-07T11:23:22.200Z","99","5527","5570"
"61.7.138.171","elite","AS131090","TH","CAT Telecom Public Company Limited","290","National Telecom Public Company Limited","4145","socks4","4601","1","2024-01-07T11:23:22.203Z","75","4178","5553"
"165.227.31.218","elite","AS14061","US","DigitalOcean, LLC","157","DigitalOcean, LLC","19090","socks5","2506","80","2024-01-07T11:23:22.201Z","79","4408","5597"
"210.213.90.26","elite","AS9299","PH","Philippine Long Distance Telephone Co.","295","Philippine Long Distance Telephone Co","8080","socks4","4905","1","2024-01-07T11:23:22.199Z","98","5445","5551"
"177.101.135.84","elite","AS28158","BR","Ampernet Telecomunicações Ltda","222","Ampernet Telecomunicações Ltda","5678","socks4","3904","1","2024-01-07T11:23:22.114Z","87","4812","5551"
"103.28.86.241","elite","AS58504","NP","Alternate ISP","188","N/A","57230","socks4","3714","1","2024-01-07T11:23:22.202Z","98","5435","5535"
"195.209.188.101","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","46","Qwarta LLC","58543","socks4","5005","1","2024-01-07T11:23:22.303Z","100","5582","5591"
"202.183.24.38","elite","AS131736","ID","BIGNET","797","N/A","5678","socks4","4708","1","2024-01-07T11:23:22.201Z","71","3904","5527"
"45.70.30.196","elite","AS267574","BR","Eltecweb Provedor De Internet Ltda","290","Eltecweb Provedor De Internet Ltda","5566","socks4","4693","73","2024-01-07T11:23:19.508Z","99","5503","5537"
"104.23.107.172","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4095","1","2024-01-07T11:23:19.509Z","100","5550","5551"
